-11366.8564, 93123.2656, -48053.0273, 7647.2876, 29532.6484, -17531.9609, 45759.1445
-11709.0391, 91725.0781, -48221.0547, 7842.3750, 30730.0820, -17990.5195, 45779.2266
-11946.1670, 90442.4531, -48600.5469, 7920.4438, 31961.5352, -18236.6367, 45625.2695
-11755.1611, 90026.5469, -48654.2539, 7800.8604, 32088.8438, -17979.5859, 45157.5430
-11807.6377, 89993.2969, -49791.8633, 7685.5117, 33356.7773, -17939.6035, 45520.4844
-11505.4639, 89756.9219, -50495.3711, 7433.9775, 34191.0859, -17416.1172, 45396.1562
-10948.2734, 91592.2656, -51069.1250, 7191.1777, 33670.6680, -16887.5000, 43724.7070
-9161.6914, 92456.2031, -53437.3359, 6222.5210, 35308.8750, -14467.2158, 42467.7891
-7686.4453, 93306.6719, -55359.8398, 5344.8491, 36634.2500, -12534.4229, 42181.5586
-6994.8550, 93804.4766, -56140.1836, 4889.8008, 37021.3008, -11558.5059, 41914.6250
-1984.3967, 93631.7266, -59171.4297, 1982.0438, 40186.8047, -4828.2827, 41168.3398
764.5610, 93086.7891, -59894.8477, 437.6387, 41379.2188, -1236.6821, 40867.6875
3377.8660, 91000.7500, -60372.7734, -1165.6642, 43592.0195, 2462.7114, 40381.6250
1026.6744, 88489.3750, -57451.9023, 285.6614, 42588.2031, -412.3733, 39914.6406
2841.3728, 87124.3906, -58340.3750, -927.5438, 44459.3867, 2208.0596, 40226.6719
1764.3391, 85064.2031, -58111.4688, -470.5180, 45617.3984, 1306.4952, 40465.8086
2859.6438, 82409.6953, -59526.9492, -1477.8259, 48841.7383, 3058.1553, 41616.3750
-3387.8840, 69568.3906, -40721.8594, 2028.2164, 40771.3398, -4174.6479, 24279.0742
-3454.2537, 69341.9922, -40888.1602, 2224.0654, 41235.8164, -4565.5659, 29136.0723
-4309.2773, 68848.3594, -41488.9492, 2857.6719, 42263.6641, -5708.1836, 42477.0430
-5129.4482, 68536.9688, -41524.0078, 3351.2305, 42718.5703, -6698.6182, 50326.9297
-5704.6587, 68397.7422, -41778.8594, 3745.6443, 43249.5156, -7585.8618, 57743.4922
-7612.4258, 67476.8672, -41300.3672, 4922.3257, 44309.2188, -9883.7988, 62396.6016
-8011.5166, 67315.6094, -41186.0859, 5131.9561, 44611.3477, -10130.2861, 64558.1406
-9851.5957, 66890.7891, -40429.9180, 6128.8784, 44712.7383, -11477.6953, 67315.9531
-10141.7305, 66973.4922, -40394.1758, 6261.9155, 44640.9219, -11652.6494, 68368.9219
-10141.0430, 66947.0625, -40366.5000, 6269.1426, 44564.5586, -11897.8516, 68364.1797
-11178.5244, 67010.9609, -40319.4727, 6734.5977, 44511.8320, -13735.6494, 68561.9766
-10704.0078, 67223.0156, -40374.0703, 6475.2622, 44215.7891, -13542.1982, 67999.7812
-10377.7988, 67235.9766, -40475.6562, 6304.6108, 44204.9570, -13300.3438, 67621.9766
-10507.9053, 67530.6797, -40431.0234, 6370.3281, 43932.1641, -13680.6631, 67533.3594
-11374.2881, 67891.6641, -40622.1641, 6807.0693, 43904.8633, -14807.5938, 67054.3750
-14132.7705, 67950.1328, -40117.9766, 8205.0908, 43687.0234, -17789.3984, 68038.1250
-12381.1035, 69431.2969, -41047.8672, 7295.7827, 43089.7031, -16195.8643, 68497.8672
-12268.4258, 70474.5859, -41600.4180, 7228.1060, 42842.8438, -16332.8584, 69285.6719
-12559.9873, 71445.9375, -42352.3867, 7376.0518, 42830.2812, -16796.4473, 70657.8203
-12041.4756, 71431.1641, -42639.3594, 7128.4473, 43048.8633, -16390.0156, 69981.2891
-12465.6289, 71664.3750, -42713.3359, 7336.2178, 43071.5547, -16905.9473, 70390.7031
-12691.3506, 71132.1094, -42772.8398, 7428.7183, 43554.9961, -17173.7090, 69317.6484
-12135.4492, 72010.9922, -43345.5781, 7135.8169, 43341.3984, -16527.2852, 70238.5312
-11960.7725, 72178.3906, -43240.8359, 7118.9941, 43043.7812, -16368.7178, 69981.7734
-11902.1729, 72430.2188, -43313.2383, 7126.2075, 42852.1992, -16176.6826, 70310.3125
-12521.6016, 71839.8594, -42380.9492, 7609.8882, 42400.5547, -16136.2588, 70456.3672
-12060.8662, 71524.1797, -42153.1133, 7481.1826, 42311.5117, -15402.5996, 70794.8203
-12611.6484, 71313.9297, -41760.9766, 7891.8169, 42114.2266, -15797.5449, 71374.4844
-11827.2568, 72899.1875, -42418.0156, 7382.0195, 41520.9688, -15556.7637, 70392.0547
-13300.0186, 72962.9297, -42243.2891, 8143.5225, 41409.2031, -17099.5938, 70546.7344
-12732.7227, 74968.3906, -42728.4766, 7732.0869, 40442.8359, -17059.8496, 69439.0625
-11963.0625, 76807.7969, -43368.5547, 7234.3486, 39720.2852, -16493.3965, 70024.6250
-11931.0781, 77721.1719, -43707.2109, 7142.8398, 39444.7461, -16401.5703, 71482.9141
-11065.2354, 77982.0781, -43341.4688, 6778.6885, 38791.0781, -15334.2266, 70839.5078
-10226.5225, 78926.1562, -43146.3398, 6448.1328, 37725.7812, -14384.2910, 69902.1328
-10072.7314, 79672.6328, -42906.4102, 6463.3965, 36825.7578, -14281.0029, 68311.0000
-10355.8486, 80677.4141, -42816.4492, 6682.1963, 35939.0195, -14868.8076, 67234.5078
-10427.0049, 80698.2109, -42673.3516, 6752.5425, 35774.9844, -15010.0488, 68112.4062
-9959.7080, 82007.4609, -42758.2148, 6537.2295, 34706.1523, -14522.3936, 67552.2188
-9798.9844, 82993.4844, -42746.4180, 6525.4141, 33738.8477, -14463.7607, 64744.5938
